,Date,AQI,Sample_Duration,Pollutant_Type
45444,2018-04-18,6,24-HR BLK AVG,81102
45445,2018-04-19,29,24-HR BLK AVG,81102
45446,2018-04-20,19,24-HR BLK AVG,81102
45447,2018-04-21,4,24-HR BLK AVG,81102
45448,2018-04-22,8,24-HR BLK AVG,81102
45449,2018-04-23,8,24-HR BLK AVG,81102
45450,2018-04-24,5,24-HR BLK AVG,81102
45451,2018-04-25,10,24-HR BLK AVG,81102
45452,2018-04-26,13,24-HR BLK AVG,81102
45453,2018-04-27,14,24-HR BLK AVG,81102
45454,2018-04-28,19,24-HR BLK AVG,81102
45455,2018-04-29,14,24-HR BLK AVG,81102
45456,2018-04-30,11,24-HR BLK AVG,81102
45457,2018-05-01,6,24-HR BLK AVG,81102
45458,2018-05-02,5,24-HR BLK AVG,81102
45459,2018-05-03,3,24-HR BLK AVG,81102
45460,2018-05-04,11,24-HR BLK AVG,81102
45461,2018-05-05,11,24-HR BLK AVG,81102
45462,2018-05-06,12,24-HR BLK AVG,81102
45463,2018-05-07,14,24-HR BLK AVG,81102
45464,2018-05-08,10,24-HR BLK AVG,81102
45465,2018-05-09,12,24-HR BLK AVG,81102
45466,2018-05-10,14,24-HR BLK AVG,81102
45467,2018-05-11,11,24-HR BLK AVG,81102
45468,2018-05-12,4,24-HR BLK AVG,81102
45469,2018-05-13,3,24-HR BLK AVG,81102
45470,2018-05-14,6,24-HR BLK AVG,81102
45471,2018-05-15,6,24-HR BLK AVG,81102
45472,2018-05-16,11,24-HR BLK AVG,81102
45473,2018-05-17,17,24-HR BLK AVG,81102
45474,2018-05-18,11,24-HR BLK AVG,81102
45475,2018-05-19,1,24-HR BLK AVG,81102
45476,2018-05-20,6,24-HR BLK AVG,81102
45477,2018-05-21,7,24-HR BLK AVG,81102
45478,2018-05-22,11,24-HR BLK AVG,81102
45479,2018-05-23,8,24-HR BLK AVG,81102
45480,2018-05-24,9,24-HR BLK AVG,81102
45481,2018-05-25,9,24-HR BLK AVG,81102
45482,2018-05-26,16,24-HR BLK AVG,81102
45483,2018-05-27,17,24-HR BLK AVG,81102
45484,2018-05-28,5,24-HR BLK AVG,81102
45485,2018-05-29,5,24-HR BLK AVG,81102
45486,2018-05-30,6,24-HR BLK AVG,81102
45487,2018-05-31,11,24-HR BLK AVG,81102
45488,2018-06-01,13,24-HR BLK AVG,81102
45489,2018-06-02,10,24-HR BLK AVG,81102
45490,2018-06-03,19,24-HR BLK AVG,81102
45491,2018-06-04,17,24-HR BLK AVG,81102
45492,2018-06-05,14,24-HR BLK AVG,81102
45493,2018-06-06,22,24-HR BLK AVG,81102
45494,2018-06-07,23,24-HR BLK AVG,81102
45495,2018-06-08,25,24-HR BLK AVG,81102
45496,2018-06-09,23,24-HR BLK AVG,81102
45497,2018-06-10,19,24-HR BLK AVG,81102
45498,2018-06-11,20,24-HR BLK AVG,81102
45499,2018-06-14,31,24-HR BLK AVG,81102
45500,2018-06-15,30,24-HR BLK AVG,81102
45501,2018-06-16,17,24-HR BLK AVG,81102
45502,2018-06-17,3,24-HR BLK AVG,81102
45503,2018-06-18,6,24-HR BLK AVG,81102
45504,2018-06-19,7,24-HR BLK AVG,81102
45505,2018-06-20,8,24-HR BLK AVG,81102
45506,2018-06-21,6,24-HR BLK AVG,81102
45507,2018-06-22,15,24-HR BLK AVG,81102
45508,2018-06-23,11,24-HR BLK AVG,81102
45509,2018-06-24,6,24-HR BLK AVG,81102
45510,2018-06-25,6,24-HR BLK AVG,81102
45511,2018-06-26,11,24-HR BLK AVG,81102
45512,2018-06-27,26,24-HR BLK AVG,81102
45513,2018-06-28,24,24-HR BLK AVG,81102
45514,2018-06-29,32,24-HR BLK AVG,81102
45515,2018-06-30,9,24-HR BLK AVG,81102
45516,2018-07-01,7,24-HR BLK AVG,81102
45517,2018-07-02,16,24-HR BLK AVG,81102
45518,2018-07-03,25,24-HR BLK AVG,81102
45519,2018-07-04,22,24-HR BLK AVG,81102
45520,2018-07-05,21,24-HR BLK AVG,81102
45521,2018-07-06,18,24-HR BLK AVG,81102
45522,2018-07-07,20,24-HR BLK AVG,81102
45523,2018-07-08,17,24-HR BLK AVG,81102
45524,2018-07-09,21,24-HR BLK AVG,81102
45525,2018-07-10,19,24-HR BLK AVG,81102
45526,2018-07-11,25,24-HR BLK AVG,81102
45527,2018-07-12,16,24-HR BLK AVG,81102
45528,2018-07-13,17,24-HR BLK AVG,81102
45529,2018-07-14,17,24-HR BLK AVG,81102
45530,2018-07-15,12,24-HR BLK AVG,81102
45531,2018-07-16,13,24-HR BLK AVG,81102
45532,2018-07-17,8,24-HR BLK AVG,81102
45533,2018-07-18,12,24-HR BLK AVG,81102
45534,2018-07-19,18,24-HR BLK AVG,81102
45535,2018-07-20,25,24-HR BLK AVG,81102
45536,2018-07-21,26,24-HR BLK AVG,81102
45537,2018-07-22,13,24-HR BLK AVG,81102
45538,2018-07-23,18,24-HR BLK AVG,81102
45539,2018-07-24,13,24-HR BLK AVG,81102
45540,2018-07-25,11,24-HR BLK AVG,81102
45541,2018-07-26,8,24-HR BLK AVG,81102
45542,2018-07-27,9,24-HR BLK AVG,81102
45543,2018-07-28,9,24-HR BLK AVG,81102
45544,2018-07-29,9,24-HR BLK AVG,81102
45545,2018-07-30,10,24-HR BLK AVG,81102
45546,2018-07-31,11,24-HR BLK AVG,81102
45547,2018-08-01,13,24-HR BLK AVG,81102
45548,2018-08-02,22,24-HR BLK AVG,81102
45549,2018-08-03,15,24-HR BLK AVG,81102
45550,2018-08-04,17,24-HR BLK AVG,81102
45551,2018-08-05,15,24-HR BLK AVG,81102
45552,2018-08-06,12,24-HR BLK AVG,81102
45553,2018-08-07,19,24-HR BLK AVG,81102
45554,2018-08-08,16,24-HR BLK AVG,81102
45555,2018-08-09,17,24-HR BLK AVG,81102
45556,2018-08-10,17,24-HR BLK AVG,81102
45557,2018-08-11,18,24-HR BLK AVG,81102
45558,2018-08-12,27,24-HR BLK AVG,81102
45559,2018-08-13,29,24-HR BLK AVG,81102
45560,2018-08-14,15,24-HR BLK AVG,81102
45561,2018-08-15,19,24-HR BLK AVG,81102
45562,2018-08-16,24,24-HR BLK AVG,81102
45563,2018-08-17,26,24-HR BLK AVG,81102
45564,2018-08-18,14,24-HR BLK AVG,81102
45565,2018-08-19,25,24-HR BLK AVG,81102
45566,2018-08-20,53,24-HR BLK AVG,81102
45567,2018-08-21,25,24-HR BLK AVG,81102
45568,2018-08-22,16,24-HR BLK AVG,81102
45569,2018-08-23,36,24-HR BLK AVG,81102
45570,2018-08-24,41,24-HR BLK AVG,81102
45571,2018-08-25,14,24-HR BLK AVG,81102
45572,2018-08-26,9,24-HR BLK AVG,81102
45573,2018-08-27,20,24-HR BLK AVG,81102
45574,2018-08-28,16,24-HR BLK AVG,81102
45575,2018-08-29,26,24-HR BLK AVG,81102
45576,2018-08-30,16,24-HR BLK AVG,81102
45577,2018-08-31,13,24-HR BLK AVG,81102
45578,2018-09-01,12,24-HR BLK AVG,81102
45579,2018-09-02,16,24-HR BLK AVG,81102
45580,2018-09-03,12,24-HR BLK AVG,81102
45581,2018-09-04,19,24-HR BLK AVG,81102
45582,2018-09-05,19,24-HR BLK AVG,81102
45583,2018-09-06,12,24-HR BLK AVG,81102
45584,2018-09-07,12,24-HR BLK AVG,81102
45585,2018-09-08,14,24-HR BLK AVG,81102
45586,2018-09-09,21,24-HR BLK AVG,81102
45587,2018-09-10,31,24-HR BLK AVG,81102
45588,2018-09-11,24,24-HR BLK AVG,81102
45589,2018-09-12,18,24-HR BLK AVG,81102
45590,2018-09-13,25,24-HR BLK AVG,81102
45591,2018-09-14,28,24-HR BLK AVG,81102
45592,2018-09-15,24,24-HR BLK AVG,81102
45593,2018-09-16,22,24-HR BLK AVG,81102
45594,2018-09-17,19,24-HR BLK AVG,81102
45595,2018-09-18,22,24-HR BLK AVG,81102
45596,2018-09-19,18,24-HR BLK AVG,81102
45597,2018-09-20,13,24-HR BLK AVG,81102
45598,2018-09-21,16,24-HR BLK AVG,81102
45599,2018-09-22,19,24-HR BLK AVG,81102
45600,2018-09-23,19,24-HR BLK AVG,81102
45601,2018-09-24,14,24-HR BLK AVG,81102
45602,2018-09-25,10,24-HR BLK AVG,81102
45603,2018-09-26,20,24-HR BLK AVG,81102
45604,2018-09-27,20,24-HR BLK AVG,81102
45605,2018-09-28,8,24-HR BLK AVG,81102
45606,2018-09-29,9,24-HR BLK AVG,81102
45607,2018-09-30,6,24-HR BLK AVG,81102
45608,2018-10-01,19,24-HR BLK AVG,81102
45609,2018-10-04,17,24-HR BLK AVG,81102
45610,2018-10-05,6,24-HR BLK AVG,81102
45611,2018-10-06,9,24-HR BLK AVG,81102
45612,2018-10-07,6,24-HR BLK AVG,81102
45613,2018-10-08,1,24-HR BLK AVG,81102
45614,2018-10-09,4,24-HR BLK AVG,81102
45615,2018-10-10,1,24-HR BLK AVG,81102
45616,2018-10-11,8,24-HR BLK AVG,81102
45617,2018-10-12,7,24-HR BLK AVG,81102
45618,2018-10-13,5,24-HR BLK AVG,81102
45619,2018-10-14,5,24-HR BLK AVG,81102
45620,2018-10-15,5,24-HR BLK AVG,81102
45621,2018-10-16,6,24-HR BLK AVG,81102
45622,2018-10-17,9,24-HR BLK AVG,81102
45623,2018-10-18,9,24-HR BLK AVG,81102
45624,2018-10-19,7,24-HR BLK AVG,81102
45625,2018-10-20,13,24-HR BLK AVG,81102
45626,2018-10-21,8,24-HR BLK AVG,81102
45627,2018-10-22,14,24-HR BLK AVG,81102
45628,2018-10-23,24,24-HR BLK AVG,81102
45629,2018-10-24,6,24-HR BLK AVG,81102
45630,2018-10-25,8,24-HR BLK AVG,81102
45631,2018-10-26,9,24-HR BLK AVG,81102
45632,2018-10-27,12,24-HR BLK AVG,81102
45633,2018-10-28,9,24-HR BLK AVG,81102
45634,2018-10-29,13,24-HR BLK AVG,81102
45635,2018-10-30,6,24-HR BLK AVG,81102
45636,2018-10-31,11,24-HR BLK AVG,81102
45637,2018-11-01,9,24-HR BLK AVG,81102
45638,2018-11-02,7,24-HR BLK AVG,81102
45639,2018-11-03,2,24-HR BLK AVG,81102
45640,2018-11-04,5,24-HR BLK AVG,81102
45641,2018-11-05,4,24-HR BLK AVG,81102
45642,2018-11-06,4,24-HR BLK AVG,81102
45643,2018-11-07,11,24-HR BLK AVG,81102
45644,2018-11-08,6,24-HR BLK AVG,81102
45645,2018-11-09,17,24-HR BLK AVG,81102
45646,2018-11-10,10,24-HR BLK AVG,81102
45647,2018-11-11,6,24-HR BLK AVG,81102
45648,2018-11-12,5,24-HR BLK AVG,81102
45649,2018-11-13,5,24-HR BLK AVG,81102
45650,2018-11-14,4,24-HR BLK AVG,81102
45651,2018-11-15,9,24-HR BLK AVG,81102
45652,2018-11-16,6,24-HR BLK AVG,81102
45653,2018-11-17,4,24-HR BLK AVG,81102
45654,2018-11-18,4,24-HR BLK AVG,81102
45655,2018-11-19,6,24-HR BLK AVG,81102
45656,2018-11-20,8,24-HR BLK AVG,81102
45657,2018-11-21,6,24-HR BLK AVG,81102
45658,2018-11-22,5,24-HR BLK AVG,81102
45659,2018-11-23,9,24-HR BLK AVG,81102
45660,2018-11-24,7,24-HR BLK AVG,81102
45661,2018-11-25,5,24-HR BLK AVG,81102
45662,2018-11-26,7,24-HR BLK AVG,81102
45663,2018-11-27,4,24-HR BLK AVG,81102
45664,2018-11-28,5,24-HR BLK AVG,81102
45665,2018-11-29,8,24-HR BLK AVG,81102
45666,2018-11-30,6,24-HR BLK AVG,81102
45667,2018-12-01,5,24-HR BLK AVG,81102
45668,2018-12-02,2,24-HR BLK AVG,81102
45669,2018-12-03,6,24-HR BLK AVG,81102
45670,2018-12-04,7,24-HR BLK AVG,81102
45671,2018-12-05,6,24-HR BLK AVG,81102
45672,2018-12-06,9,24-HR BLK AVG,81102
45673,2018-12-07,19,24-HR BLK AVG,81102
45674,2018-12-08,8,24-HR BLK AVG,81102
45675,2018-12-09,6,24-HR BLK AVG,81102
45676,2018-12-10,10,24-HR BLK AVG,81102
45677,2018-12-11,6,24-HR BLK AVG,81102
45678,2018-12-12,5,24-HR BLK AVG,81102
45679,2018-12-13,7,24-HR BLK AVG,81102
45680,2018-12-14,17,24-HR BLK AVG,81102
45681,2018-12-15,6,24-HR BLK AVG,81102
45682,2018-12-16,6,24-HR BLK AVG,81102
45683,2018-12-17,7,24-HR BLK AVG,81102
45684,2018-12-18,6,24-HR BLK AVG,81102
45685,2018-12-19,6,24-HR BLK AVG,81102
45686,2018-12-20,9,24-HR BLK AVG,81102
45687,2018-12-21,9,24-HR BLK AVG,81102
45688,2018-12-22,6,24-HR BLK AVG,81102
45689,2018-12-23,6,24-HR BLK AVG,81102
45690,2018-12-24,2,24-HR BLK AVG,81102
45691,2018-12-25,9,24-HR BLK AVG,81102
45692,2018-12-26,5,24-HR BLK AVG,81102
45693,2018-12-27,3,24-HR BLK AVG,81102
45694,2018-12-28,8,24-HR BLK AVG,81102
45695,2018-12-29,10,24-HR BLK AVG,81102
45696,2018-12-30,5,24-HR BLK AVG,81102
45697,2018-12-31,12,24-HR BLK AVG,81102
45698,2018-01-05,5,24 HOUR,88101
45699,2018-01-05,5,24 HOUR,88101
45700,2018-01-05,5,24 HOUR,88101
45701,2018-01-05,5,24 HOUR,88101
45702,2018-01-05,5,24 HOUR,88101
45703,2018-01-05,5,24 HOUR,88101
45704,2018-01-05,11,24-HR BLK AVG,88101
45705,2018-01-05,11,24-HR BLK AVG,88101
45706,2018-01-05,11,24-HR BLK AVG,88101
45707,2018-01-05,11,24-HR BLK AVG,88101
45708,2018-01-05,11,24-HR BLK AVG,88101
45709,2018-01-05,11,24-HR BLK AVG,88101
45710,2018-01-11,4,24 HOUR,88101
45711,2018-01-11,4,24 HOUR,88101
45712,2018-01-11,4,24 HOUR,88101
45713,2018-01-11,4,24 HOUR,88101
45714,2018-01-11,4,24 HOUR,88101
45715,2018-01-11,4,24 HOUR,88101
45716,2018-01-11,6,24-HR BLK AVG,88101
45717,2018-01-11,6,24-HR BLK AVG,88101
45718,2018-01-11,6,24-HR BLK AVG,88101
45719,2018-01-11,6,24-HR BLK AVG,88101
45720,2018-01-11,6,24-HR BLK AVG,88101
45721,2018-01-11,6,24-HR BLK AVG,88101
45722,2018-01-17,8,24 HOUR,88101
45723,2018-01-17,8,24 HOUR,88101
45724,2018-01-17,8,24 HOUR,88101
45725,2018-01-17,8,24 HOUR,88101
45726,2018-01-17,8,24 HOUR,88101
45727,2018-01-17,8,24 HOUR,88101
45728,2018-01-17,5,24-HR BLK AVG,88101
45729,2018-01-17,5,24-HR BLK AVG,88101
45730,2018-01-17,5,24-HR BLK AVG,88101
45731,2018-01-17,5,24-HR BLK AVG,88101
45732,2018-01-17,5,24-HR BLK AVG,88101
45733,2018-01-17,5,24-HR BLK AVG,88101
45734,2018-01-23,6,24 HOUR,88101
45735,2018-01-23,6,24 HOUR,88101
45736,2018-01-23,6,24 HOUR,88101
45737,2018-01-23,6,24 HOUR,88101
45738,2018-01-23,6,24 HOUR,88101
45739,2018-01-23,6,24 HOUR,88101
45740,2018-01-23,2,24-HR BLK AVG,88101
45741,2018-01-23,2,24-HR BLK AVG,88101
45742,2018-01-23,2,24-HR BLK AVG,88101
45743,2018-01-23,2,24-HR BLK AVG,88101
45744,2018-01-23,2,24-HR BLK AVG,88101
45745,2018-01-23,2,24-HR BLK AVG,88101
45746,2018-01-29,5,24 HOUR,88101
45747,2018-01-29,5,24 HOUR,88101
45748,2018-01-29,5,24 HOUR,88101
45749,2018-01-29,5,24 HOUR,88101
45750,2018-01-29,5,24 HOUR,88101
45751,2018-01-29,5,24 HOUR,88101
45752,2018-01-29,4,24-HR BLK AVG,88101
45753,2018-01-29,4,24-HR BLK AVG,88101
45754,2018-01-29,4,24-HR BLK AVG,88101
45755,2018-01-29,4,24-HR BLK AVG,88101
45756,2018-01-29,4,24-HR BLK AVG,88101
45757,2018-01-29,4,24-HR BLK AVG,88101
45758,2018-02-04,21,24 HOUR,88101
45759,2018-02-04,21,24 HOUR,88101
45760,2018-02-04,21,24 HOUR,88101
45761,2018-02-04,21,24 HOUR,88101
45762,2018-02-04,21,24 HOUR,88101
45763,2018-02-04,21,24 HOUR,88101
45764,2018-02-04,17,24-HR BLK AVG,88101
45765,2018-02-04,17,24-HR BLK AVG,88101
45766,2018-02-04,17,24-HR BLK AVG,88101
45767,2018-02-04,17,24-HR BLK AVG,88101
45768,2018-02-04,17,24-HR BLK AVG,88101
45769,2018-02-04,17,24-HR BLK AVG,88101
45770,2018-02-10,23,24 HOUR,88101
45771,2018-02-10,23,24 HOUR,88101
45772,2018-02-10,23,24 HOUR,88101
45773,2018-02-10,23,24 HOUR,88101
45774,2018-02-10,23,24 HOUR,88101
45775,2018-02-10,23,24 HOUR,88101
45776,2018-02-10,23,24-HR BLK AVG,88101
45777,2018-02-10,23,24-HR BLK AVG,88101
45778,2018-02-10,23,24-HR BLK AVG,88101
45779,2018-02-10,23,24-HR BLK AVG,88101
45780,2018-02-10,23,24-HR BLK AVG,88101
45781,2018-02-10,23,24-HR BLK AVG,88101
45782,2018-02-16,14,24 HOUR,88101
45783,2018-02-16,14,24 HOUR,88101
45784,2018-02-16,14,24 HOUR,88101
45785,2018-02-16,14,24 HOUR,88101
45786,2018-02-16,14,24 HOUR,88101
45787,2018-02-16,14,24 HOUR,88101
45788,2018-02-16,17,24-HR BLK AVG,88101
45789,2018-02-16,17,24-HR BLK AVG,88101
45790,2018-02-16,17,24-HR BLK AVG,88101
45791,2018-02-16,17,24-HR BLK AVG,88101
45792,2018-02-16,17,24-HR BLK AVG,88101
45793,2018-02-16,17,24-HR BLK AVG,88101
45794,2018-02-22,12,24 HOUR,88101
45795,2018-02-22,12,24 HOUR,88101
45796,2018-02-22,12,24 HOUR,88101
45797,2018-02-22,12,24 HOUR,88101
45798,2018-02-22,12,24 HOUR,88101
45799,2018-02-22,12,24 HOUR,88101
45800,2018-02-22,26,24-HR BLK AVG,88101
45801,2018-02-22,26,24-HR BLK AVG,88101
45802,2018-02-22,26,24-HR BLK AVG,88101
45803,2018-02-22,26,24-HR BLK AVG,88101
45804,2018-02-22,26,24-HR BLK AVG,88101
45805,2018-02-22,26,24-HR BLK AVG,88101
45806,2018-02-28,12,24 HOUR,88101
45807,2018-02-28,12,24 HOUR,88101
45808,2018-02-28,12,24 HOUR,88101
45809,2018-02-28,12,24 HOUR,88101
45810,2018-02-28,12,24 HOUR,88101
45811,2018-02-28,12,24 HOUR,88101
45812,2018-02-28,3,24-HR BLK AVG,88101
45813,2018-02-28,3,24-HR BLK AVG,88101
45814,2018-02-28,3,24-HR BLK AVG,88101
45815,2018-02-28,3,24-HR BLK AVG,88101
45816,2018-02-28,3,24-HR BLK AVG,88101
45817,2018-02-28,3,24-HR BLK AVG,88101
45818,2018-03-06,5,24 HOUR,88101
45819,2018-03-06,5,24 HOUR,88101
45820,2018-03-06,5,24 HOUR,88101
45821,2018-03-06,5,24 HOUR,88101
45822,2018-03-06,5,24 HOUR,88101
45823,2018-03-06,5,24 HOUR,88101
45824,2018-03-06,7,24-HR BLK AVG,88101
45825,2018-03-06,7,24-HR BLK AVG,88101
45826,2018-03-06,7,24-HR BLK AVG,88101
45827,2018-03-06,7,24-HR BLK AVG,88101
45828,2018-03-06,7,24-HR BLK AVG,88101
45829,2018-03-06,7,24-HR BLK AVG,88101
45830,2018-03-12,13,24 HOUR,88101
45831,2018-03-12,13,24 HOUR,88101
45832,2018-03-12,13,24 HOUR,88101
45833,2018-03-12,13,24 HOUR,88101
45834,2018-03-12,13,24 HOUR,88101
45835,2018-03-12,13,24 HOUR,88101
45836,2018-03-12,1,24-HR BLK AVG,88101
45837,2018-03-12,1,24-HR BLK AVG,88101
45838,2018-03-12,1,24-HR BLK AVG,88101
45839,2018-03-12,1,24-HR BLK AVG,88101
45840,2018-03-12,1,24-HR BLK AVG,88101
45841,2018-03-12,1,24-HR BLK AVG,88101
45842,2018-03-18,11,24 HOUR,88101
45843,2018-03-18,11,24 HOUR,88101
45844,2018-03-18,11,24 HOUR,88101
45845,2018-03-18,11,24 HOUR,88101
45846,2018-03-18,11,24 HOUR,88101
45847,2018-03-18,11,24 HOUR,88101
45848,2018-03-18,5,24-HR BLK AVG,88101
45849,2018-03-18,5,24-HR BLK AVG,88101
45850,2018-03-18,5,24-HR BLK AVG,88101
45851,2018-03-18,5,24-HR BLK AVG,88101
45852,2018-03-18,5,24-HR BLK AVG,88101
45853,2018-03-18,5,24-HR BLK AVG,88101
45854,2018-03-24,5,24 HOUR,88101
45855,2018-03-24,5,24 HOUR,88101
45856,2018-03-24,5,24 HOUR,88101
45857,2018-03-24,5,24 HOUR,88101
45858,2018-03-24,5,24 HOUR,88101
45859,2018-03-24,5,24 HOUR,88101
45860,2018-03-24,1,24-HR BLK AVG,88101
45861,2018-03-24,1,24-HR BLK AVG,88101
45862,2018-03-24,1,24-HR BLK AVG,88101
45863,2018-03-24,1,24-HR BLK AVG,88101
45864,2018-03-24,1,24-HR BLK AVG,88101
45865,2018-03-24,1,24-HR BLK AVG,88101
45866,2018-03-30,8,24 HOUR,88101
45867,2018-03-30,8,24 HOUR,88101
45868,2018-03-30,8,24 HOUR,88101
45869,2018-03-30,8,24 HOUR,88101
45870,2018-03-30,8,24 HOUR,88101
45871,2018-03-30,8,24 HOUR,88101
45872,2018-03-30,3,24-HR BLK AVG,88101
45873,2018-03-30,3,24-HR BLK AVG,88101
45874,2018-03-30,3,24-HR BLK AVG,88101
45875,2018-03-30,3,24-HR BLK AVG,88101
45876,2018-03-30,3,24-HR BLK AVG,88101
45877,2018-03-30,3,24-HR BLK AVG,88101
45878,2018-04-05,9,24 HOUR,88101
45879,2018-04-05,9,24 HOUR,88101
45880,2018-04-05,9,24 HOUR,88101
45881,2018-04-05,9,24 HOUR,88101
45882,2018-04-05,9,24 HOUR,88101
45883,2018-04-05,9,24 HOUR,88101
45884,2018-04-05,6,24-HR BLK AVG,88101
45885,2018-04-05,6,24-HR BLK AVG,88101
45886,2018-04-05,6,24-HR BLK AVG,88101
45887,2018-04-05,6,24-HR BLK AVG,88101
45888,2018-04-05,6,24-HR BLK AVG,88101
45889,2018-04-05,6,24-HR BLK AVG,88101
45890,2018-04-11,16,24 HOUR,88101
45891,2018-04-11,16,24 HOUR,88101
45892,2018-04-11,16,24 HOUR,88101
45893,2018-04-11,16,24 HOUR,88101
45894,2018-04-11,16,24 HOUR,88101
45895,2018-04-11,16,24 HOUR,88101
45896,2018-04-11,15,24-HR BLK AVG,88101
45897,2018-04-11,15,24-HR BLK AVG,88101
45898,2018-04-11,15,24-HR BLK AVG,88101
45899,2018-04-11,15,24-HR BLK AVG,88101
45900,2018-04-11,15,24-HR BLK AVG,88101
45901,2018-04-11,15,24-HR BLK AVG,88101
45902,2018-05-05,17,24 HOUR,88101
45903,2018-05-05,17,24 HOUR,88101
45904,2018-05-05,17,24 HOUR,88101
45905,2018-05-05,17,24 HOUR,88101
45906,2018-05-05,17,24 HOUR,88101
45907,2018-05-05,17,24 HOUR,88101
45908,2018-05-05,13,24-HR BLK AVG,88101
45909,2018-05-05,13,24-HR BLK AVG,88101
45910,2018-05-05,13,24-HR BLK AVG,88101
45911,2018-05-05,13,24-HR BLK AVG,88101
45912,2018-05-05,13,24-HR BLK AVG,88101
45913,2018-05-05,13,24-HR BLK AVG,88101
45914,2018-05-11,18,24 HOUR,88101
45915,2018-05-11,18,24 HOUR,88101
45916,2018-05-11,18,24 HOUR,88101
45917,2018-05-11,18,24 HOUR,88101
45918,2018-05-11,18,24 HOUR,88101
45919,2018-05-11,18,24 HOUR,88101
45920,2018-05-11,8,24-HR BLK AVG,88101
45921,2018-05-11,8,24-HR BLK AVG,88101
45922,2018-05-11,8,24-HR BLK AVG,88101
45923,2018-05-11,8,24-HR BLK AVG,88101
45924,2018-05-11,8,24-HR BLK AVG,88101
45925,2018-05-11,8,24-HR BLK AVG,88101
45926,2018-05-17,22,24 HOUR,88101
45927,2018-05-17,22,24 HOUR,88101
45928,2018-05-17,22,24 HOUR,88101
45929,2018-05-17,22,24 HOUR,88101
45930,2018-05-17,22,24 HOUR,88101
45931,2018-05-17,22,24 HOUR,88101
45932,2018-05-17,17,24-HR BLK AVG,88101
45933,2018-05-17,17,24-HR BLK AVG,88101
45934,2018-05-17,17,24-HR BLK AVG,88101
45935,2018-05-17,17,24-HR BLK AVG,88101
45936,2018-05-17,17,24-HR BLK AVG,88101
45937,2018-05-17,17,24-HR BLK AVG,88101
45938,2018-05-23,15,24 HOUR,88101
45939,2018-05-23,15,24 HOUR,88101
45940,2018-05-23,15,24 HOUR,88101
45941,2018-05-23,15,24 HOUR,88101
45942,2018-05-23,15,24 HOUR,88101
45943,2018-05-23,15,24 HOUR,88101
45944,2018-05-23,12,24-HR BLK AVG,88101
45945,2018-05-23,12,24-HR BLK AVG,88101
45946,2018-05-23,12,24-HR BLK AVG,88101
45947,2018-05-23,12,24-HR BLK AVG,88101
45948,2018-05-23,12,24-HR BLK AVG,88101
45949,2018-05-23,12,24-HR BLK AVG,88101
45950,2018-05-29,9,24 HOUR,88101
45951,2018-05-29,9,24 HOUR,88101
45952,2018-05-29,9,24 HOUR,88101
45953,2018-05-29,9,24 HOUR,88101
45954,2018-05-29,9,24 HOUR,88101
45955,2018-05-29,9,24 HOUR,88101
45956,2018-05-29,6,24-HR BLK AVG,88101
45957,2018-05-29,6,24-HR BLK AVG,88101
45958,2018-05-29,6,24-HR BLK AVG,88101
45959,2018-05-29,6,24-HR BLK AVG,88101
45960,2018-05-29,6,24-HR BLK AVG,88101
45961,2018-05-29,6,24-HR BLK AVG,88101
45962,2018-06-10,18,24 HOUR,88101
45963,2018-06-10,18,24 HOUR,88101
45964,2018-06-10,18,24 HOUR,88101
45965,2018-06-10,18,24 HOUR,88101
45966,2018-06-10,18,24 HOUR,88101
45967,2018-06-10,18,24 HOUR,88101
45968,2018-06-10,17,24-HR BLK AVG,88101
45969,2018-06-10,17,24-HR BLK AVG,88101
45970,2018-06-10,17,24-HR BLK AVG,88101
45971,2018-06-10,17,24-HR BLK AVG,88101
45972,2018-06-10,17,24-HR BLK AVG,88101
45973,2018-06-10,17,24-HR BLK AVG,88101
45974,2018-06-19,9,24 HOUR,88101
45975,2018-06-19,9,24 HOUR,88101
45976,2018-06-19,9,24 HOUR,88101
45977,2018-06-19,9,24 HOUR,88101
45978,2018-06-19,9,24 HOUR,88101
45979,2018-06-19,9,24 HOUR,88101
45980,2018-06-19,8,24-HR BLK AVG,88101
45981,2018-06-19,8,24-HR BLK AVG,88101
45982,2018-06-19,8,24-HR BLK AVG,88101
45983,2018-06-19,8,24-HR BLK AVG,88101
45984,2018-06-19,8,24-HR BLK AVG,88101
45985,2018-06-19,8,24-HR BLK AVG,88101
45986,2018-06-28,21,24 HOUR,88101
45987,2018-06-28,21,24 HOUR,88101
45988,2018-06-28,21,24 HOUR,88101
45989,2018-06-28,21,24 HOUR,88101
45990,2018-06-28,21,24 HOUR,88101
45991,2018-06-28,21,24 HOUR,88101
45992,2018-06-28,17,24-HR BLK AVG,88101
45993,2018-06-28,17,24-HR BLK AVG,88101
45994,2018-06-28,17,24-HR BLK AVG,88101
45995,2018-06-28,17,24-HR BLK AVG,88101
45996,2018-06-28,17,24-HR BLK AVG,88101
45997,2018-06-28,17,24-HR BLK AVG,88101
45998,2018-07-04,36,24 HOUR,88101
45999,2018-07-04,36,24 HOUR,88101
46000,2018-07-04,36,24 HOUR,88101
46001,2018-07-04,36,24 HOUR,88101
46002,2018-07-04,36,24 HOUR,88101
46003,2018-07-04,36,24 HOUR,88101
46004,2018-07-04,32,24-HR BLK AVG,88101
