,Date,AQI,Sample_Duration,Pollutant_Type
2523,2001-02-06,27,24 HOUR,88101
2524,2001-02-06,27,24 HOUR,88101
2525,2001-02-06,27,24 HOUR,88101
2526,2001-02-06,27,24 HOUR,88101
2527,2001-02-09,51,24 HOUR,88101
2528,2001-02-09,51,24 HOUR,88101
2529,2001-02-09,51,24 HOUR,88101
2530,2001-02-09,51,24 HOUR,88101
2531,2001-02-09,51,24 HOUR,88101
2532,2001-02-09,51,24 HOUR,88101
2533,2001-02-12,39,24 HOUR,88101
2534,2001-02-12,39,24 HOUR,88101
2535,2001-02-12,39,24 HOUR,88101
2536,2001-02-12,39,24 HOUR,88101
2537,2001-02-12,39,24 HOUR,88101
2538,2001-02-12,39,24 HOUR,88101
2539,2001-02-15,48,24 HOUR,88101
2540,2001-02-15,48,24 HOUR,88101
2541,2001-02-15,48,24 HOUR,88101
2542,2001-02-15,48,24 HOUR,88101
2543,2001-02-15,48,24 HOUR,88101
2544,2001-02-15,48,24 HOUR,88101
2545,2001-02-18,22,24 HOUR,88101
2546,2001-02-18,22,24 HOUR,88101
2547,2001-02-18,22,24 HOUR,88101
2548,2001-02-18,22,24 HOUR,88101
2549,2001-02-18,22,24 HOUR,88101
2550,2001-02-18,22,24 HOUR,88101
2551,2001-02-21,18,24 HOUR,88101
2552,2001-02-21,18,24 HOUR,88101
2553,2001-02-21,18,24 HOUR,88101
2554,2001-02-21,18,24 HOUR,88101
2555,2001-02-21,18,24 HOUR,88101
2556,2001-02-21,18,24 HOUR,88101
2557,2001-02-24,22,24 HOUR,88101
2558,2001-02-24,22,24 HOUR,88101
2559,2001-02-24,22,24 HOUR,88101
2560,2001-02-24,22,24 HOUR,88101
2561,2001-02-24,22,24 HOUR,88101
2562,2001-02-24,22,24 HOUR,88101
2563,2001-03-02,29,24 HOUR,88101
2564,2001-03-02,29,24 HOUR,88101
2565,2001-03-02,29,24 HOUR,88101
2566,2001-03-02,29,24 HOUR,88101
2567,2001-03-02,29,24 HOUR,88101
2568,2001-03-02,29,24 HOUR,88101
2569,2001-03-05,22,24 HOUR,88101
2570,2001-03-05,22,24 HOUR,88101
2571,2001-03-05,22,24 HOUR,88101
2572,2001-03-05,22,24 HOUR,88101
2573,2001-03-05,22,24 HOUR,88101
2574,2001-03-05,22,24 HOUR,88101
2575,2001-03-08,37,24 HOUR,88101
2576,2001-03-08,37,24 HOUR,88101
2577,2001-03-08,37,24 HOUR,88101
2578,2001-03-08,37,24 HOUR,88101
2579,2001-03-08,37,24 HOUR,88101
2580,2001-03-08,37,24 HOUR,88101
2581,2001-03-11,18,24 HOUR,88101
2582,2001-03-11,18,24 HOUR,88101
2583,2001-03-11,18,24 HOUR,88101
2584,2001-03-11,18,24 HOUR,88101
2585,2001-03-11,18,24 HOUR,88101
2586,2001-03-11,18,24 HOUR,88101
2587,2001-03-14,14,24 HOUR,88101
2588,2001-03-14,14,24 HOUR,88101
2589,2001-03-14,14,24 HOUR,88101
2590,2001-03-14,14,24 HOUR,88101
2591,2001-03-14,14,24 HOUR,88101
2592,2001-03-14,14,24 HOUR,88101
2593,2001-03-17,31,24 HOUR,88101
2594,2001-03-17,31,24 HOUR,88101
2595,2001-03-17,31,24 HOUR,88101
2596,2001-03-17,31,24 HOUR,88101
2597,2001-03-17,31,24 HOUR,88101
2598,2001-03-17,31,24 HOUR,88101
2599,2001-03-20,6,24 HOUR,88101
2600,2001-03-20,6,24 HOUR,88101
2601,2001-03-20,6,24 HOUR,88101
2602,2001-03-20,6,24 HOUR,88101
2603,2001-03-20,6,24 HOUR,88101
2604,2001-03-20,6,24 HOUR,88101
2605,2001-03-26,54,24 HOUR,88101
2606,2001-03-26,54,24 HOUR,88101
2607,2001-03-26,54,24 HOUR,88101
2608,2001-03-26,54,24 HOUR,88101
2609,2001-03-26,54,24 HOUR,88101
2610,2001-03-26,54,24 HOUR,88101
2611,2001-03-29,17,24 HOUR,88101
2612,2001-03-29,17,24 HOUR,88101
2613,2001-03-29,17,24 HOUR,88101
2614,2001-03-29,17,24 HOUR,88101
2615,2001-03-29,17,24 HOUR,88101
2616,2001-03-29,17,24 HOUR,88101
2617,2001-04-01,8,24 HOUR,88101
2618,2001-04-01,8,24 HOUR,88101
2619,2001-04-01,8,24 HOUR,88101
2620,2001-04-01,8,24 HOUR,88101
2621,2001-04-01,8,24 HOUR,88101
2622,2001-04-01,8,24 HOUR,88101
2623,2001-04-04,36,24 HOUR,88101
2624,2001-04-04,36,24 HOUR,88101
2625,2001-04-04,36,24 HOUR,88101
2626,2001-04-04,36,24 HOUR,88101
2627,2001-04-04,36,24 HOUR,88101
2628,2001-04-04,36,24 HOUR,88101
2629,2001-04-07,8,24 HOUR,88101
2630,2001-04-07,8,24 HOUR,88101
2631,2001-04-07,8,24 HOUR,88101
2632,2001-04-07,8,24 HOUR,88101
2633,2001-04-07,8,24 HOUR,88101
2634,2001-04-07,8,24 HOUR,88101
2635,2001-04-10,14,24 HOUR,88101
2636,2001-04-10,14,24 HOUR,88101
2637,2001-04-10,14,24 HOUR,88101
2638,2001-04-10,14,24 HOUR,88101
2639,2001-04-10,14,24 HOUR,88101
2640,2001-04-10,14,24 HOUR,88101
2641,2001-04-13,25,24 HOUR,88101
2642,2001-04-13,25,24 HOUR,88101
2643,2001-04-13,25,24 HOUR,88101
2644,2001-04-13,25,24 HOUR,88101
2645,2001-04-13,25,24 HOUR,88101
2646,2001-04-13,25,24 HOUR,88101
2647,2001-04-16,31,24 HOUR,88101
2648,2001-04-16,31,24 HOUR,88101
2649,2001-04-16,31,24 HOUR,88101
2650,2001-04-16,31,24 HOUR,88101
2651,2001-04-16,31,24 HOUR,88101
2652,2001-04-16,31,24 HOUR,88101
2653,2001-04-19,21,24 HOUR,88101
2654,2001-04-19,21,24 HOUR,88101
2655,2001-04-19,21,24 HOUR,88101
2656,2001-04-19,21,24 HOUR,88101
2657,2001-04-19,21,24 HOUR,88101
2658,2001-04-19,21,24 HOUR,88101
2659,2001-04-22,5,24 HOUR,88101
2660,2001-04-22,5,24 HOUR,88101
2661,2001-04-22,5,24 HOUR,88101
2662,2001-04-22,5,24 HOUR,88101
2663,2001-04-22,5,24 HOUR,88101
2664,2001-04-22,5,24 HOUR,88101
2665,2001-04-25,28,24 HOUR,88101
2666,2001-04-25,28,24 HOUR,88101
2667,2001-04-25,28,24 HOUR,88101
2668,2001-04-25,28,24 HOUR,88101
2669,2001-04-25,28,24 HOUR,88101
2670,2001-04-25,28,24 HOUR,88101
2671,2001-05-01,23,24 HOUR,88101
2672,2001-05-01,23,24 HOUR,88101
2673,2001-05-01,23,24 HOUR,88101
2674,2001-05-01,23,24 HOUR,88101
2675,2001-05-01,23,24 HOUR,88101
2676,2001-05-01,23,24 HOUR,88101
2677,2001-05-07,30,24 HOUR,88101
2678,2001-05-07,30,24 HOUR,88101
2679,2001-05-07,30,24 HOUR,88101
2680,2001-05-07,30,24 HOUR,88101
2681,2001-05-07,30,24 HOUR,88101
2682,2001-05-07,30,24 HOUR,88101
2683,2001-05-16,15,24 HOUR,88101
2684,2001-05-16,15,24 HOUR,88101
2685,2001-05-16,15,24 HOUR,88101
2686,2001-05-16,15,24 HOUR,88101
2687,2001-05-16,15,24 HOUR,88101
2688,2001-05-16,15,24 HOUR,88101
2689,2001-05-19,20,24 HOUR,88101
2690,2001-05-19,20,24 HOUR,88101
2691,2001-05-19,20,24 HOUR,88101
2692,2001-05-19,20,24 HOUR,88101
2693,2001-05-19,20,24 HOUR,88101
2694,2001-05-19,20,24 HOUR,88101
2695,2001-05-22,10,24 HOUR,88101
2696,2001-05-22,10,24 HOUR,88101
2697,2001-05-22,10,24 HOUR,88101
2698,2001-05-22,10,24 HOUR,88101
2699,2001-05-22,10,24 HOUR,88101
2700,2001-05-22,10,24 HOUR,88101
2701,2001-05-25,17,24 HOUR,88101
2702,2001-05-25,17,24 HOUR,88101
2703,2001-05-25,17,24 HOUR,88101
2704,2001-05-25,17,24 HOUR,88101
2705,2001-05-25,17,24 HOUR,88101
2706,2001-05-25,17,24 HOUR,88101
2707,2001-05-28,19,24 HOUR,88101
2708,2001-05-28,19,24 HOUR,88101
2709,2001-05-28,19,24 HOUR,88101
2710,2001-05-28,19,24 HOUR,88101
2711,2001-05-28,19,24 HOUR,88101
2712,2001-05-28,19,24 HOUR,88101
2713,2001-05-31,16,24 HOUR,88101
2714,2001-05-31,16,24 HOUR,88101
2715,2001-05-31,16,24 HOUR,88101
2716,2001-05-31,16,24 HOUR,88101
2717,2001-05-31,16,24 HOUR,88101
2718,2001-05-31,16,24 HOUR,88101
2719,2001-06-06,17,24 HOUR,88101
2720,2001-06-06,17,24 HOUR,88101
2721,2001-06-06,17,24 HOUR,88101
2722,2001-06-06,17,24 HOUR,88101
2723,2001-06-06,17,24 HOUR,88101
2724,2001-06-06,17,24 HOUR,88101
2725,2001-06-09,18,24 HOUR,88101
2726,2001-06-09,18,24 HOUR,88101
2727,2001-06-09,18,24 HOUR,88101
2728,2001-06-09,18,24 HOUR,88101
2729,2001-06-09,18,24 HOUR,88101
2730,2001-06-09,18,24 HOUR,88101
2731,2001-06-15,15,24 HOUR,88101
2732,2001-06-15,15,24 HOUR,88101
2733,2001-06-15,15,24 HOUR,88101
2734,2001-06-15,15,24 HOUR,88101
2735,2001-06-15,15,24 HOUR,88101
2736,2001-06-15,15,24 HOUR,88101
2737,2001-06-21,40,24 HOUR,88101
2738,2001-06-21,40,24 HOUR,88101
2739,2001-06-21,40,24 HOUR,88101
2740,2001-06-21,40,24 HOUR,88101
2741,2001-06-21,40,24 HOUR,88101
2742,2001-06-21,40,24 HOUR,88101
2743,2001-06-27,18,24 HOUR,88101
2744,2001-06-27,18,24 HOUR,88101
2745,2001-06-27,18,24 HOUR,88101
2746,2001-06-27,18,24 HOUR,88101
2747,2001-06-27,18,24 HOUR,88101
2748,2001-06-27,18,24 HOUR,88101
2749,2001-06-30,26,24 HOUR,88101
2750,2001-06-30,26,24 HOUR,88101
2751,2001-06-30,26,24 HOUR,88101
2752,2001-06-30,26,24 HOUR,88101
2753,2001-06-30,26,24 HOUR,88101
2754,2001-06-30,26,24 HOUR,88101
2755,2001-07-03,27,24 HOUR,88101
2756,2001-07-03,27,24 HOUR,88101
2757,2001-07-03,27,24 HOUR,88101
2758,2001-07-03,27,24 HOUR,88101
2759,2001-07-03,27,24 HOUR,88101
2760,2001-07-03,27,24 HOUR,88101
2761,2001-07-06,25,24 HOUR,88101
2762,2001-07-06,25,24 HOUR,88101
2763,2001-07-06,25,24 HOUR,88101
2764,2001-07-06,25,24 HOUR,88101
2765,2001-07-06,25,24 HOUR,88101
2766,2001-07-06,25,24 HOUR,88101
2767,2001-07-09,25,24 HOUR,88101
2768,2001-07-09,25,24 HOUR,88101
2769,2001-07-09,25,24 HOUR,88101
2770,2001-07-09,25,24 HOUR,88101
2771,2001-07-09,25,24 HOUR,88101
2772,2001-07-09,25,24 HOUR,88101
2773,2001-07-12,20,24 HOUR,88101
2774,2001-07-12,20,24 HOUR,88101
2775,2001-07-12,20,24 HOUR,88101
2776,2001-07-12,20,24 HOUR,88101
2777,2001-07-12,20,24 HOUR,88101
2778,2001-07-12,20,24 HOUR,88101
2779,2001-07-15,14,24 HOUR,88101
2780,2001-07-15,14,24 HOUR,88101
2781,2001-07-15,14,24 HOUR,88101
2782,2001-07-15,14,24 HOUR,88101
2783,2001-07-15,14,24 HOUR,88101
2784,2001-07-15,14,24 HOUR,88101
2785,2001-07-18,23,24 HOUR,88101
2786,2001-07-18,23,24 HOUR,88101
2787,2001-07-18,23,24 HOUR,88101
2788,2001-07-18,23,24 HOUR,88101
2789,2001-07-18,23,24 HOUR,88101
2790,2001-07-18,23,24 HOUR,88101
2791,2001-07-21,21,24 HOUR,88101
2792,2001-07-21,21,24 HOUR,88101
2793,2001-07-21,21,24 HOUR,88101
2794,2001-07-21,21,24 HOUR,88101
2795,2001-07-21,21,24 HOUR,88101
2796,2001-07-21,21,24 HOUR,88101
2797,2001-07-24,19,24 HOUR,88101
2798,2001-07-24,19,24 HOUR,88101
2799,2001-07-24,19,24 HOUR,88101
2800,2001-07-24,19,24 HOUR,88101
2801,2001-07-24,19,24 HOUR,88101
2802,2001-07-24,19,24 HOUR,88101
2803,2001-07-27,18,24 HOUR,88101
2804,2001-07-27,18,24 HOUR,88101
2805,2001-07-27,18,24 HOUR,88101
2806,2001-07-27,18,24 HOUR,88101
2807,2001-07-27,18,24 HOUR,88101
2808,2001-07-27,18,24 HOUR,88101
2809,2001-07-30,20,24 HOUR,88101
2810,2001-07-30,20,24 HOUR,88101
2811,2001-07-30,20,24 HOUR,88101
2812,2001-07-30,20,24 HOUR,88101
2813,2001-07-30,20,24 HOUR,88101
2814,2001-07-30,20,24 HOUR,88101
2815,2001-08-02,21,24 HOUR,88101
2816,2001-08-02,21,24 HOUR,88101
2817,2001-08-02,21,24 HOUR,88101
2818,2001-08-02,21,24 HOUR,88101
2819,2001-08-02,21,24 HOUR,88101
2820,2001-08-02,21,24 HOUR,88101
2821,2001-08-05,17,24 HOUR,88101
2822,2001-08-05,17,24 HOUR,88101
2823,2001-08-05,17,24 HOUR,88101
2824,2001-08-05,17,24 HOUR,88101
2825,2001-08-05,17,24 HOUR,88101
2826,2001-08-05,17,24 HOUR,88101
2827,2001-08-08,20,24 HOUR,88101
2828,2001-08-08,20,24 HOUR,88101
2829,2001-08-08,20,24 HOUR,88101
2830,2001-08-08,20,24 HOUR,88101
2831,2001-08-08,20,24 HOUR,88101
2832,2001-08-08,20,24 HOUR,88101
2833,2001-08-11,24,24 HOUR,88101
2834,2001-08-11,24,24 HOUR,88101
2835,2001-08-11,24,24 HOUR,88101
2836,2001-08-11,24,24 HOUR,88101
2837,2001-08-11,24,24 HOUR,88101
2838,2001-08-11,24,24 HOUR,88101
2839,2001-08-14,24,24 HOUR,88101
2840,2001-08-14,24,24 HOUR,88101
2841,2001-08-14,24,24 HOUR,88101
2842,2001-08-14,24,24 HOUR,88101
2843,2001-08-14,24,24 HOUR,88101
2844,2001-08-14,24,24 HOUR,88101
2845,2001-08-17,23,24 HOUR,88101
2846,2001-08-17,23,24 HOUR,88101
2847,2001-08-17,23,24 HOUR,88101
2848,2001-08-17,23,24 HOUR,88101
2849,2001-08-17,23,24 HOUR,88101
2850,2001-08-17,23,24 HOUR,88101
2851,2001-08-20,23,24 HOUR,88101
2852,2001-08-20,23,24 HOUR,88101
2853,2001-08-20,23,24 HOUR,88101
2854,2001-08-20,23,24 HOUR,88101
2855,2001-08-20,23,24 HOUR,88101
2856,2001-08-20,23,24 HOUR,88101
2857,2001-08-29,30,24 HOUR,88101
2858,2001-08-29,30,24 HOUR,88101
2859,2001-08-29,30,24 HOUR,88101
2860,2001-08-29,30,24 HOUR,88101
2861,2001-08-29,30,24 HOUR,88101
2862,2001-08-29,30,24 HOUR,88101
2863,2001-09-01,27,24 HOUR,88101
2864,2001-09-01,27,24 HOUR,88101
2865,2001-09-01,27,24 HOUR,88101
2866,2001-09-01,27,24 HOUR,88101
2867,2001-09-01,27,24 HOUR,88101
2868,2001-09-01,27,24 HOUR,88101
2869,2001-09-04,30,24 HOUR,88101
2870,2001-09-04,30,24 HOUR,88101
2871,2001-09-04,30,24 HOUR,88101
2872,2001-09-04,30,24 HOUR,88101
2873,2001-09-04,30,24 HOUR,88101
2874,2001-09-04,30,24 HOUR,88101
2875,2001-09-07,10,24 HOUR,88101
2876,2001-09-07,10,24 HOUR,88101
2877,2001-09-07,10,24 HOUR,88101
2878,2001-09-07,10,24 HOUR,88101
2879,2001-09-07,10,24 HOUR,88101
2880,2001-09-07,10,24 HOUR,88101
2881,2001-09-10,12,24 HOUR,88101
2882,2001-09-10,12,24 HOUR,88101
2883,2001-09-10,12,24 HOUR,88101
2884,2001-09-10,12,24 HOUR,88101
2885,2001-09-10,12,24 HOUR,88101
2886,2001-09-10,12,24 HOUR,88101
2887,2001-09-13,28,24 HOUR,88101
2888,2001-09-13,28,24 HOUR,88101
2889,2001-09-13,28,24 HOUR,88101
2890,2001-09-13,28,24 HOUR,88101
2891,2001-09-13,28,24 HOUR,88101
2892,2001-09-13,28,24 HOUR,88101
2893,2001-09-19,15,24 HOUR,88101
2894,2001-09-19,15,24 HOUR,88101
2895,2001-09-19,15,24 HOUR,88101
2896,2001-09-19,15,24 HOUR,88101
2897,2001-09-19,15,24 HOUR,88101
2898,2001-09-19,15,24 HOUR,88101
2899,2001-09-22,16,24 HOUR,88101
2900,2001-09-22,16,24 HOUR,88101
2901,2001-09-22,16,24 HOUR,88101
2902,2001-09-22,16,24 HOUR,88101
2903,2001-09-22,16,24 HOUR,88101
2904,2001-09-22,16,24 HOUR,88101
2905,2001-09-25,24,24 HOUR,88101
2906,2001-09-25,24,24 HOUR,88101
2907,2001-09-25,24,24 HOUR,88101
2908,2001-09-25,24,24 HOUR,88101
2909,2001-09-25,24,24 HOUR,88101
2910,2001-09-25,24,24 HOUR,88101
2911,2001-09-28,38,24 HOUR,88101
2912,2001-09-28,38,24 HOUR,88101
2913,2001-09-28,38,24 HOUR,88101
2914,2001-09-28,38,24 HOUR,88101
2915,2001-09-28,38,24 HOUR,88101
2916,2001-09-28,38,24 HOUR,88101
2917,2001-10-01,32,24 HOUR,88101
2918,2001-10-01,32,24 HOUR,88101
2919,2001-10-01,32,24 HOUR,88101
2920,2001-10-01,32,24 HOUR,88101
2921,2001-10-01,32,24 HOUR,88101
2922,2001-10-01,32,24 HOUR,88101
2923,2001-10-04,23,24 HOUR,88101
2924,2001-10-04,23,24 HOUR,88101
2925,2001-10-04,23,24 HOUR,88101
2926,2001-10-04,23,24 HOUR,88101
2927,2001-10-04,23,24 HOUR,88101
2928,2001-10-04,23,24 HOUR,88101
2929,2001-10-07,21,24 HOUR,88101
2930,2001-10-07,21,24 HOUR,88101
2931,2001-10-07,21,24 HOUR,88101
2932,2001-10-07,21,24 HOUR,88101
2933,2001-10-07,21,24 HOUR,88101
2934,2001-10-07,21,24 HOUR,88101
2935,2001-10-10,10,24 HOUR,88101
2936,2001-10-10,10,24 HOUR,88101
2937,2001-10-10,10,24 HOUR,88101
2938,2001-10-10,10,24 HOUR,88101
2939,2001-10-10,10,24 HOUR,88101
2940,2001-10-10,10,24 HOUR,88101
2941,2001-10-13,7,24 HOUR,88101
2942,2001-10-13,7,24 HOUR,88101
2943,2001-10-13,7,24 HOUR,88101
2944,2001-10-13,7,24 HOUR,88101
2945,2001-10-13,7,24 HOUR,88101
2946,2001-10-13,7,24 HOUR,88101
2947,2001-10-16,33,24 HOUR,88101
2948,2001-10-16,33,24 HOUR,88101
2949,2001-10-16,33,24 HOUR,88101
2950,2001-10-16,33,24 HOUR,88101
2951,2001-10-16,33,24 HOUR,88101
2952,2001-10-16,33,24 HOUR,88101
2953,2001-10-19,13,24 HOUR,88101
2954,2001-10-19,13,24 HOUR,88101
2955,2001-10-19,13,24 HOUR,88101
2956,2001-10-19,13,24 HOUR,88101
2957,2001-10-19,13,24 HOUR,88101
2958,2001-10-19,13,24 HOUR,88101
2959,2001-10-25,14,24 HOUR,88101
2960,2001-10-25,14,24 HOUR,88101
2961,2001-10-25,14,24 HOUR,88101
2962,2001-10-25,14,24 HOUR,88101
2963,2001-10-25,14,24 HOUR,88101
2964,2001-10-25,14,24 HOUR,88101
2965,2001-10-28,27,24 HOUR,88101
2966,2001-10-28,27,24 HOUR,88101
2967,2001-10-28,27,24 HOUR,88101
2968,2001-10-28,27,24 HOUR,88101
2969,2001-10-28,27,24 HOUR,88101
2970,2001-10-28,27,24 HOUR,88101
2971,2001-10-31,12,24 HOUR,88101
2972,2001-10-31,12,24 HOUR,88101
2973,2001-10-31,12,24 HOUR,88101
2974,2001-10-31,12,24 HOUR,88101
2975,2001-10-31,12,24 HOUR,88101
2976,2001-10-31,12,24 HOUR,88101
2977,2001-11-03,17,24 HOUR,88101
2978,2001-11-03,17,24 HOUR,88101
2979,2001-11-03,17,24 HOUR,88101
2980,2001-11-03,17,24 HOUR,88101
2981,2001-11-03,17,24 HOUR,88101
2982,2001-11-03,17,24 HOUR,88101
2983,2001-11-06,30,24 HOUR,88101
2984,2001-11-06,30,24 HOUR,88101
2985,2001-11-06,30,24 HOUR,88101
2986,2001-11-06,30,24 HOUR,88101
2987,2001-11-06,30,24 HOUR,88101
2988,2001-11-06,30,24 HOUR,88101
2989,2001-11-09,10,24 HOUR,88101
2990,2001-11-09,10,24 HOUR,88101
2991,2001-11-09,10,24 HOUR,88101
2992,2001-11-09,10,24 HOUR,88101
2993,2001-11-09,10,24 HOUR,88101
2994,2001-11-09,10,24 HOUR,88101
2995,2001-11-12,33,24 HOUR,88101
2996,2001-11-12,33,24 HOUR,88101
2997,2001-11-12,33,24 HOUR,88101
2998,2001-11-12,33,24 HOUR,88101
2999,2001-11-12,33,24 HOUR,88101
3000,2001-11-12,33,24 HOUR,88101
3001,2001-11-15,29,24 HOUR,88101
3002,2001-11-15,29,24 HOUR,88101
3003,2001-11-15,29,24 HOUR,88101
3004,2001-11-15,29,24 HOUR,88101
3005,2001-11-15,29,24 HOUR,88101
3006,2001-11-15,29,24 HOUR,88101
3007,2001-11-18,14,24 HOUR,88101
3008,2001-11-18,14,24 HOUR,88101
3009,2001-11-18,14,24 HOUR,88101
3010,2001-11-18,14,24 HOUR,88101
3011,2001-11-18,14,24 HOUR,88101
3012,2001-11-18,14,24 HOUR,88101
3013,2001-11-21,9,24 HOUR,88101
3014,2001-11-21,9,24 HOUR,88101
3015,2001-11-21,9,24 HOUR,88101
3016,2001-11-21,9,24 HOUR,88101
3017,2001-11-21,9,24 HOUR,88101
3018,2001-11-21,9,24 HOUR,88101
3019,2001-11-24,8,24 HOUR,88101
3020,2001-11-24,8,24 HOUR,88101
3021,2001-11-24,8,24 HOUR,88101
3022,2001-11-24,8,24 HOUR,88101
3023,2001-11-24,8,24 HOUR,88101
3024,2001-11-24,8,24 HOUR,88101
3025,2001-11-27,13,24 HOUR,88101
3026,2001-11-27,13,24 HOUR,88101
3027,2001-11-27,13,24 HOUR,88101
3028,2001-11-27,13,24 HOUR,88101
3029,2001-11-27,13,24 HOUR,88101
3030,2001-11-27,13,24 HOUR,88101
3031,2001-11-30,11,24 HOUR,88101
3032,2001-11-30,11,24 HOUR,88101
3033,2001-11-30,11,24 HOUR,88101
3034,2001-11-30,11,24 HOUR,88101
3035,2001-11-30,11,24 HOUR,88101
3036,2001-11-30,11,24 HOUR,88101
3037,2001-12-03,12,24 HOUR,88101
3038,2001-12-03,12,24 HOUR,88101
3039,2001-12-03,12,24 HOUR,88101
3040,2001-12-03,12,24 HOUR,88101
3041,2001-12-03,12,24 HOUR,88101
3042,2001-12-03,12,24 HOUR,88101
3043,2001-12-06,10,24 HOUR,88101
3044,2001-12-06,10,24 HOUR,88101
3045,2001-12-06,10,24 HOUR,88101
3046,2001-12-06,10,24 HOUR,88101
3047,2001-12-06,10,24 HOUR,88101
3048,2001-12-06,10,24 HOUR,88101
3049,2001-12-09,9,24 HOUR,88101
3050,2001-12-09,9,24 HOUR,88101
3051,2001-12-09,9,24 HOUR,88101
3052,2001-12-09,9,24 HOUR,88101
3053,2001-12-09,9,24 HOUR,88101
3054,2001-12-09,9,24 HOUR,88101
3055,2001-12-12,22,24 HOUR,88101
3056,2001-12-12,22,24 HOUR,88101
3057,2001-12-12,22,24 HOUR,88101
3058,2001-12-12,22,24 HOUR,88101
3059,2001-12-12,22,24 HOUR,88101
3060,2001-12-12,22,24 HOUR,88101
3061,2001-12-15,7,24 HOUR,88101
3062,2001-12-15,7,24 HOUR,88101
3063,2001-12-15,7,24 HOUR,88101
3064,2001-12-15,7,24 HOUR,88101
3065,2001-12-15,7,24 HOUR,88101
3066,2001-12-15,7,24 HOUR,88101
3067,2001-12-18,5,24 HOUR,88101
3068,2001-12-18,5,24 HOUR,88101
3069,2001-12-18,5,24 HOUR,88101
3070,2001-12-18,5,24 HOUR,88101
3071,2001-12-18,5,24 HOUR,88101
3072,2001-12-18,5,24 HOUR,88101
3073,2001-12-21,17,24 HOUR,88101
3074,2001-12-21,17,24 HOUR,88101
3075,2001-12-21,17,24 HOUR,88101
3076,2001-12-21,17,24 HOUR,88101
3077,2001-12-21,17,24 HOUR,88101
3078,2001-12-21,17,24 HOUR,88101
3079,2001-12-24,7,24 HOUR,88101
3080,2001-12-24,7,24 HOUR,88101
3081,2001-12-24,7,24 HOUR,88101
3082,2001-12-24,7,24 HOUR,88101
3083,2001-12-24,7,24 HOUR,88101
3084,2001-12-24,7,24 HOUR,88101
3085,2001-12-27,5,24 HOUR,88101
3086,2001-12-27,5,24 HOUR,88101
3087,2001-12-27,5,24 HOUR,88101
3088,2001-12-27,5,24 HOUR,88101
3089,2001-12-27,5,24 HOUR,88101
3090,2001-12-27,5,24 HOUR,88101
3091,2001-12-30,38,24 HOUR,88101
3092,2001-12-30,38,24 HOUR,88101
3093,2001-12-30,38,24 HOUR,88101
3094,2001-12-30,38,24 HOUR,88101
3095,2001-12-30,38,24 HOUR,88101
3096,2001-12-30,38,24 HOUR,88101
3097,2002-01-02,8,24 HOUR,81102
3098,2002-01-08,6,24 HOUR,81102
3099,2002-01-14,10,24 HOUR,81102
3100,2002-01-20,6,24 HOUR,81102
3101,2002-01-26,9,24 HOUR,81102
3102,2002-02-01,5,24 HOUR,81102
3103,2002-02-07,6,24 HOUR,81102
3104,2002-02-13,16,24 HOUR,81102
3105,2002-02-19,8,24 HOUR,81102
3106,2002-02-25,9,24 HOUR,81102
3107,2002-03-03,12,24 HOUR,81102
3108,2002-03-09,15,24 HOUR,81102
3109,2002-03-15,6,24 HOUR,81102
3110,2002-03-21,19,24 HOUR,81102
3111,2002-03-27,17,24 HOUR,81102
3112,2002-04-05,19,24 HOUR,81102
3113,2002-04-08,6,24 HOUR,81102
3114,2002-04-14,11,24 HOUR,81102
3115,2002-04-20,9,24 HOUR,81102
3116,2002-04-26,37,24 HOUR,81102
3117,2002-05-02,27,24 HOUR,81102
3118,2002-05-08,22,24 HOUR,81102
3119,2002-05-14,26,24 HOUR,81102
3120,2002-05-20,26,24 HOUR,81102
3121,2002-05-26,11,24 HOUR,81102
3122,2002-06-01,28,24 HOUR,81102
3123,2002-06-19,19,24 HOUR,81102
3124,2002-06-25,25,24 HOUR,81102
3125,2002-07-01,44,24 HOUR,81102
3126,2002-07-07,15,24 HOUR,81102
3127,2002-07-13,15,24 HOUR,81102
3128,2002-07-19,22,24 HOUR,81102
3129,2002-07-25,17,24 HOUR,81102
3130,2002-07-31,20,24 HOUR,81102
3131,2002-08-06,12,24 HOUR,81102
3132,2002-08-12,11,24 HOUR,81102
3133,2002-08-18,38,24 HOUR,81102
3134,2002-08-24,11,24 HOUR,81102
3135,2002-08-30,18,24 HOUR,81102
3136,2002-09-05,30,24 HOUR,81102
3137,2002-09-11,8,24 HOUR,81102
3138,2002-09-17,17,24 HOUR,81102
3139,2002-09-23,16,24 HOUR,81102
3140,2002-10-05,5,24 HOUR,81102
3141,2002-10-11,8,24 HOUR,81102
3142,2002-10-17,22,24 HOUR,81102
3143,2002-10-23,3,24 HOUR,81102
3144,2002-10-29,6,24 HOUR,81102
3145,2002-11-04,19,24 HOUR,81102
3146,2002-11-16,7,24 HOUR,81102
3147,2002-11-22,16,24 HOUR,81102
3148,2002-11-28,4,24 HOUR,81102
3149,2002-12-04,9,24 HOUR,81102
3150,2002-12-10,13,24 HOUR,81102
3151,2002-12-16,22,24 HOUR,81102
3152,2002-12-22,8,24 HOUR,81102
3153,2002-12-28,6,24 HOUR,81102
3154,2002-01-02,14,24 HOUR,88101
3155,2002-01-02,14,24 HOUR,88101
3156,2002-01-02,14,24 HOUR,88101
3157,2002-01-02,14,24 HOUR,88101
